8	ba
臦	guang
臩	guang
廣	guang
桄	guang
惱	nao
獿	nao
獶	nao
閙	nao
嶩	nao
挠	nao
恼	nao
闹	nao
脑	nao
蟯	nao
譊	nao
巎	nao
匘	nao
脳	nao
猱	nao
碯	nao
詉	nao
夒	nao
碙	nao
鬧	nao
腦	nao
臑	nao
蛲	nao
撓	nao
垴	nao
鐃	nao
淖	nao
瑙	nao
铙	nao
怓	nao
峱	nao
孬	nao
硇	nao
嫐	nao
憹	nao
堖	nao
悩	nao
呶	nao
饚	hai
咍	hai
嗨	hai
妎	hai
嗐	hai
醢	hai
酼	hai
骸	hai
骇	hai
胲	hai
餀	hai
氦	hai
孩	hai
塰	hai
烸	hai
害	hai
亥	hai
駭	hai
躵	hai
駴	hai
海	hai
焓	han
頇	han
鼾	han
韓	han
哻	han
筨	han
梒	han
譀	han
屽	han
瀚	han
琀	han
猂	han
銲	han
暵	han
皔	han
螒	han
佄	han
邗	han
崡	han
鶾	han
輚	han
顄	han
厈	han
菡	han
嵅	han
蔊	han
漢	han
撖	han
傼	han
鋡	han
澏	han
豃	han
莟	han
閈	han
雗	han
晗	han
頷	han
闬	han
扞	han
鋎	han
凾	han
涆	han
晘	han
寒	han
憾	han
蚶	han
汉	han
馯	han
蛿	han
邯	han
涵	han
憨	han
睅	han
旱	han
酣	han
娢	han
捍	han
虷	han
罕	han
犴	han
谽	han
駻	han
函	han
翰	han
喊	han
馠	han
釬	han
蜬	han
嫨	han
悍	han
魽	han
蜭	han
浫	han
唅	han
圅	han
熯	han
焊	han
韩	han
甝	han
汗	han
含	han
垾	han
顸	han
撼	han
颔	han
浛	han
侴	hao
颢	hao
傐	hao
秏	hao
昊	hao
耗	hao
毫	hao
竓	hao
蠔	hao
晧	hao
好	hao
郝	hao
暠	hao
獋	hao
濠	hao
獆	hao
灏	hao
恏	hao
皞	hao
籇	hao
號	hao
皜	hao
悎	hao
浩	hao
聕	hao
灝	hao
蚝	hao
茠	hao
獔	hao
蒿	hao
儫	hao
滈	hao
号	hao
噑	hao
壕	hao
嚎	hao
淏	hao
鄗	hao
哠	hao
鰝	hao
澔	hao
皥	hao
曍	hao
薅	hao
皡	hao
嚆	hao
譹	hao
嗥	hao
椃	hao
豪	hao
乚	hao
嘷	hao
皓	hao
薃	hao
暤	hao
昦	hao
顥	hao
暭	hao
薧	hao
位	wei
渭	wei
卫	wei
魏	wei
危	wei
鰄	wei
儰	wei
韦	wei
违	wei
炜	wei
椲	wei
踓	wei
衛	wei
僞	wei
慰	wei
尉	wei
鰃	wei
谓	wei
腲	wei
椳	wei
硊	wei
圩	wei
葳	wei
艉	wei
墛	wei
巍	wei
峞	wei
娓	wei
溈	wei
涠	wei
鮪	wei
楲	wei
偉	wei
峗	wei
葦	wei
骩	wei
詴	wei
熭	wei
颹	wei
隗	wei
衞	wei
硙	wei
葨	wei
蜼	wei
芛	wei
媦	wei
囲	wei
微	wei
逶	wei
鮠	wei
围	wei
燰	wei
梶	wei
欈	wei
溦	wei
鍏	wei
苇	wei
桅	wei
諉	wei
矀	wei
韋	wei
韑	wei
为	wei
蘶	wei
癓	wei
惟	wei
唯	wei
潍	wei
韡	wei
维	wei
維	wei
幃	wei
韙	wei
蝛	wei
鍡	wei
味	wei
畏	wei
蔚	wei
浘	wei
煨	wei
骫	wei
痏	wei
骪	wei
喂	wei
違	wei
胃	wei
未	wei
纬	wei
伟	wei
伪	wei
為	wei
委	wei
萎	wei
躗	wei
尾	wei
徫	wei
躛	wei
寪	wei
蜲	wei
蓶	wei
霺	wei
叞	wei
琟	wei
瀢	wei
蒍	wei
猥	wei
偎	wei
菋	wei
螱	wei
犩	wei
捤	wei
讏	wei
緭	wei
嵔	wei
薇	wei
餵	wei
厃	wei
喴	wei
隇	wei
鮇	wei
醀	wei
沩	wei
煒	wei
轊	wei
亹	wei
碨	wei
瑋	wei
濻	wei
闱	wei
壝	wei
覣	wei
韪	wei
诿	wei
湋	wei
犚	wei
揻	wei
撱	wei
緯	wei
讆	wei
闈	wei
嶉	wei
褽	wei
玮	wei
磑	wei
斖	wei
圍	wei
鲔	wei
揋	wei
覹	wei
帷	wei
軎	wei
荱	wei
嵬	wei
威	wei
渨	wei
蝟	wei
謂	wei
霨	wei
媙	wei
洧	wei
喡	wei
崣	wei
藯	wei
罻	wei
洈	wei
隈	wei
媁	wei
愄	wei
鳚	wei
鏏	wei
猬	wei
愇	wei
鳂	wei
苿	wei
爲	wei
烓	wei
痿	wei
蔿	wei
潙	wei
偽	wei
懀	wei
濰	wei
囗	wei
饖	wei
煟	wei
餧	wei
鄬	wei
暐	wei
潿	wei
帏	wei
嶶	wei
頠	wei
豱	wen
瘒	wen
溫	wen
伆	wen
螡	wen
榲	wen
鰛	wen
阌	wen
雯	wen
汶	wen
鰮	wen
榅	wen
饂	wen
渂	wen
鳁	wen
呡	wen
魰	wen
蚉	wen
問	wen
呅	wen
肳	wen
鼤	wen
穩	wen
抆	wen
妏	wen
脗	wen
珳	wen
揾	wen
紊	wen
问	wen
輼	wen
昷	wen
鳼	wen
閺	wen
轀	wen
辒	wen
闅	wen
駇	wen
閿	wen
彣	wen
繧	wen
闦	wen
鞰	wen
莬	wen
炆	wen
稳	wen
馼	wen
穏	wen
顐	wen
瘟	wen
温	wen
殟	wen
桽	wen
刎	wen
璺	wen
蟁	wen
塭	wen
鴍	wen
吻	wen
紋	wen
蚊	wen
搵	wen
芠	wen
纹	wen
聞	wen
瑥	wen
文	wen
闻	wen
鎾	wen
软	ruan
碝	ruan
阮	ruan
瑌	ruan
輭	ruan
腝	ruan
朊	ruan
撋	ruan
緛	ruan
偄	ruan
媆	ruan
礝	ruan
堧	ruan
軟	ruan
瓀	ruan
耎	ruan
壖	ruan
剉	cuo
蔖	cuo
銼	cuo
痤	cuo
厝	cuo
夎	cuo
锉	cuo
莡	cuo
逪	cuo
鹺	cuo
虘	cuo
莝	cuo
矬	cuo
搓	cuo
撮	cuo
措	cuo
剒	cuo
挫	cuo
磋	cuo
嵯	cuo
鎈	cuo
错	cuo
鹾	cuo
錯	cuo
遳	cuo
嵳	cuo
蓌	cuo
醝	cuo
瑳	cuo
蹉	cuo
脞	cuo
蒫	cuo
睉	cuo
侟	cun
忖	cun
澊	cun
皴	cun
寸	cun
籿	cun
存	cun
邨	cun
村	cun
竴	cun
刌	cun
拵	cun
膥	cun
嵟	cui
濢	cui
鏙	cui
榱	cui
翆	cui
悴	cui
趡	cui
竁	cui
啐	cui
萃	cui
襊	cui
磪	cui
漼	cui
疩	cui
綷	cui
臎	cui
凗	cui
琗	cui
粹	cui
淬	cui
翠	cui
崔	cui
瘁	cui
脺	cui
脆	cui
缞	cui
忰	cui
紣	cui
縗	cui
啛	cui
毳	cui
催	cui
慛	cui
膬	cui
摧	cui
粋	cui
焠	cui
倅	cui
墔	cui
顇	cui
伜	cui
脃	cui
皠	cui
璀	cui
膵	cui
槯	cui
賔	bin
檳	bin
椕	bin
鬂	bin
頻	bin
鬢	bin
豳	bin
賓	bin
顮	bin
虨	bin
璸	bin
濵	bin
髩	bin
汃	bin
梹	bin
豩	bin
膑	bin
霦	bin
濱	bin
髕	bin
臏	bin
濒	bin
瑸	bin
斌	bin
彬	bin
滨	bin
宾	bin
瀕	bin
殯	bin
摈	bin
镔	bin
傧	bin
槟	bin
鑌	bin
殡	bin
髌	bin
儐	bin
擯	bin
玢	bin
邠	bin
繽	bin
缤	bin
鬓	bin
瓰	fenwa
鱉	bie
蛂	bie
鳖	bie
蟞	bie
别	bie
瘪	bie
虌	bie
憋	bie
莂	bie
龞	bie
彆	bie
蹩	bie
別	bie
襒	bie
鼈	bie
癟	bie
徶	bie
眸	mou
缪	mou
麰	mou
呣	mou
侔	mou
劺	mou
哞	mou
鍪	mou
蛑	mou
恈	mou
謀	mou
繆	mou
牟	mou
某	mou
鴾	mou
踎	mou
谋	mou
瘧	nve
疟	nve
虐	nve
硸	nve
彅	jibn
豣	jibn
墹	jibn
麉	jibn
杤	wbn
琓	wbn
乛	wbn
笂	wbn
鵢	shen
鰺	shen
甡	shen
罧	shen
糂	shen
哂	shen
姺	shen
訷	shen
鉮	shen
瘆	shen
眒	shen
呻	shen
審	shen
眘	shen
榊	shen
砷	shen
瘮	shen
申	shen
腎	shen
谂	shen
渖	shen
矤	shen
弞	shen
侁	shen
詵	shen
柛	shen
鯵	shen
脤	shen
蓡	shen
葠	shen
甧	shen
冞	shen
蜄	shen
邥	shen
堔	shen
籡	shen
魫	shen
谉	shen
绅	shen
燊	shen
审	shen
曑	shen
深	shen
敒	shen
讅	shen
渗	shen
伸	shen
珅	shen
籶	shen
薓	shen
葚	shen
鯓	shen
沈	shen
頣	shen
侺	shen
昚	shen
氠	shen
祳	shen
兟	shen
甚	shen
诜	shen
矧	shen
身	shen
穼	shen
蜃	shen
神	shen
莘	shen
妽	shen
峷	shen
諗	shen
肾	shen
瀋	shen
扟	shen
瞫	shen
滲	shen
訠	shen
娠	shen
胂	shen
罙	shen
覾	shen
涁	shen
鲹	shen
駪	shen
愼	shen
婶	shen
嬸	shen
慎	shen
屾	shen
曋	shen
鋠	shen
紳	shen
裑	shen
蔘	shen
籸	shen
缹	fou
雬	fou
鴀	fou
缻	fou
缶	fou
否	fou
妚	fou
殕	fou
紑	fou
涬	xing
觪	xing
瑆	xing
陘	xing
杏	xing
婞	xing
謃	xing
鯹	xing
嬹	xing
鋞	xing
銒	xing
緈	xing
箵	xing
郉	xing
姓	xing
娙	xing
睲	xing
猩	xing
悻	xing
哘	xing
觲	xing
莕	xing
洐	xing
擤	xing
臖	xing
性	xing
皨	xing
蛵	xing
邢	xing
形	xing
醒	xing
餳	xing
鉶	xing
滎	xing
曐	xing
葕	xing
騂	xing
铏	xing
兴	xing
惺	xing
鈃	xing
刑	xing
硎	xing
型	xing
垶	xing
幸	xing
篂	xing
鮏	xing
荥	xing
腥	xing
骍	xing
興	xing
星	xing
陉	xing
侀	xing
行	xing
煋	xing
荇	xing
饧	xing
钘	xing
倖	xing
戕	qiang
椌	qiang
槍	qiang
镪	qiang
鎗	qiang
嬙	qiang
篬	qiang
檣	qiang
戧	qiang
襁	qiang
锵	qiang
戗	qiang
墏	qiang
蜣	qiang
熗	qiang
廧	qiang
薔	qiang
枪	qiang
繈	qiang
樯	qiang
斨	qiang
嶈	qiang
謒	qiang
蘠	qiang
啌	qiang
嗴	qiang
獇	qiang
猐	qiang
呛	qiang
强	qiang
蹡	qiang
抢	qiang
唴	qiang
搶	qiang
蹌	qiang
摤	qiang
蔷	qiang
腔	qiang
牄	qiang
羌	qiang
墙	qiang
牆	qiang
羫	qiang
羟	qiang
嗆	qiang
艢	qiang
羥	qiang
羻	qiang
玱	qiang
強	qiang
锖	qiang
瑲	qiang
炝	qiang
跄	qiang
繦	qiang
鏘	qiang
蔃	qiang
嫱	qiang
漒	qiang
墻	qiang
彊	qiang
羗	qiang
溬	qiang
鏹	qiang
湓	pen
翸	pen
瓫	pen
葐	pen
呠	pen
盆	pen
喯	pen
噴	pen
喷	pen
歕	pen
伂	pei
蓜	pei
浿	pei
俖	pei
毰	pei
怌	pei
阫	pei
锫	pei
帔	pei
旆	pei
辔	pei
肧	pei
姵	pei
轡	pei
胚	pei
衃	pei
培	pei
裴	pei
赔	pei
呸	pei
霈	pei
醅	pei
珮	pei
犻	pei
賠	pei
陪	pei
斾	pei
配	pei
裵	pei
馷	pei
錇	pei
沛	pei
佩	pei
堏	fbng
蚋	rui
蕊	rui
瑞	rui
汭	rui
壡	rui
蜹	rui
繠	rui
枘	rui
鋭	rui
緌	rui
叡	rui
睿	rui
蘂	rui
蘃	rui
橤	rui
蕤	rui
銳	rui
芮	rui
桵	rui
锐	rui
蕋	rui
甤	rui
闰	run
閏	run
润	run
膶	run
閠	run
瞤	run
潤	run
橍	run
炦	ba
胈	ba
鮁	ba
羓	ba
扷	ba
覇	ba
柭	ba
癹	ba
八	ba
垻	ba
抜	ba
釟	ba
叭	ba
笆	ba
粑	ba
跁	ba
鲃	ba
岜	ba
妭	ba
朳	ba
把	ba
鲅	ba
拔	ba
捌	ba
耙	ba
鼥	ba
霸	ba
坝	ba
靶	ba
跋	ba
罷	ba
扒	ba
魃	ba
詙	ba
叐	ba
钯	ba
菝	ba
颰	ba
矲	ba
仈	ba
芭	ba
哵	ba
夿	ba
疤	ba
鈀	ba
吧	ba
丷	ba
豝	ba
壩	ba
灞	ba
巴	ba
罢	ba
軷	ba
茇	ba
爸	ba
玐	ba
弝	ba
蚆	ba
欛	ba
憴	sheng
笙	sheng
甥	sheng
剩	sheng
胜	sheng
殅	sheng
聖	sheng
阩	sheng
狌	sheng
陞	sheng
斘	sheng
偗	sheng
渻	sheng
勝	sheng
鵿	sheng
譝	sheng
生	sheng
声	sheng
省	sheng
琞	sheng
枡	sheng
盛	sheng
呏	sheng
圣	sheng
鼪	sheng
珄	sheng
蕂	sheng
賸	sheng
貹	sheng
焺	sheng
繉	sheng
橳	sheng
嵊	sheng
苼	sheng
泩	sheng
绳	sheng
鉎	sheng
升	sheng
湦	sheng
榺	sheng
聲	sheng
昇	sheng
眚	sheng
剰	sheng
繩	sheng
縄	sheng
牲	sheng
鍟	sheng
晟	sheng
陹	sheng
曻	sheng
晠	sheng
墭	sheng
竔	sheng
塠	dui
頧	dui
譈	dui
兑	dui
譵	dui
队	dui
堆	dui
对	dui
濧	dui
対	dui
镦	dui
痽	dui
鴭	dui
對	dui
怼	dui
轛	dui
碓	dui
憝	dui
兌	dui
瀩	dui
鐓	dui
兊	dui
磓	dui
鐜	dui
隊	dui
垖	dui
陮	dui
薱	dui
懟	dui
祋	dui
綐	dui
憞	dui
盋	bo
踣	bo
鱍	bo
僰	bo
鲌	bo
鮊	bo
艊	bo
砵	bo
駮	bo
礡	bo
鵓	bo
秡	bo
檗	bo
缽	bo
胉	bo
袹	bo
馎	bo
愽	bo
糪	bo
肑	bo
鋍	bo
謈	bo
駁	bo
欂	bo
擘	bo
淿	bo
饽	bo
浡	bo
袯	bo
狛	bo
亳	bo
鈸	bo
僠	bo
碆	bo
馛	bo
馞	bo
跛	bo
簙	bo
紴	bo
癶	bo
钹	bo
郣	bo
泊	bo
蹳	bo
嚗	bo
嶓	bo
葧	bo
襮	bo
玻	bo
啵	bo
孹	bo
仢	bo
鹁	bo
膊	bo
溊	bo
渤	bo
驳	bo
侼	bo
煿	bo
礴	bo
鑮	bo
牔	bo
澚	bo
蘗	bo
簸	bo
瓝	bo
撥	bo
餺	bo
髆	bo
髉	bo
瓟	bo
脖	bo
舶	bo
挬	bo
譒	bo
萡	bo
波	bo
餑	bo
博	bo
钵	bo
驋	bo
菠	bo
鉑	bo
播	bo
拨	bo
镈	bo
勃	bo
濹	bo
懪	bo
箔	bo
桲	bo
襏	bo
伯	bo
帛	bo
蔔	bo
鎛	bo
铂	bo
搏	bo
猼	bo
鉢	bo
逼	bi
鎞	bi
哔	bi
鄪	bi
嬖	bi
鷩	bi
鄙	bi
毙	bi
毖	bi
縪	bi
毕	bi
篦	bi
庇	bi
箅	bi
筚	bi
湢	bi
幤	bi
躄	bi
躃	bi
觱	bi
蔽	bi
蓖	bi
坒	bi
廦	bi
煏	bi
比	bi
薜	bi
笔	bi
韠	bi
萞	bi
碧	bi
幣	bi
魓	bi
彼	bi
鼻	bi
珌	bi
怭	bi
贔	bi
怶	bi
柲	bi
鷝	bi
疪	bi
弼	bi
诐	bi
赑	bi
鰏	bi
鲾	bi
綼	bi
腷	bi
嗶	bi
跸	bi
袐	bi
愊	bi
迊	bi
蹕	bi
鱫	bi
朼	bi
鱛	bi
蓽	bi
啚	bi
偪	bi
鮅	bi
畢	bi
梐	bi
彃	bi
沘	bi
閇	bi
閉	bi
舭	bi
俾	bi
鞸	bi
髀	bi
疕	bi
弻	bi
豍	bi
襞	bi
濞	bi
柀	bi
鄨	bi
痹	bi
潷	bi
妣	bi
咇	bi
贲	bi
閟	bi
婢	bi
朇	bi
荜	bi
魞	bi
币	bi
夶	bi
榌	bi
驆	bi
睤	bi
斃	bi
貏	bi
芘	bi
鼊	bi
畁	bi
铋	bi
奰	bi
鐴	bi
萆	bi
闭	bi
滗	bi
鏎	bi
楅	bi
痺	bi
聛	bi
毞	bi
狴	bi
詖	bi
睥	bi
繴	bi
罼	bi
筆	bi
螕	bi
秕	bi
鉍	bi
鵖	bi
蜌	bi
馝	bi
佊	bi
苾	bi
饆	bi
佖	bi
皕	bi
愎	bi
篳	bi
熚	bi
獙	bi
邲	bi
獘	bi
貱	bi
妼	bi
裨	bi
飶	bi
駜	bi
賁	bi
屄	bi
箆	bi
毴	bi
畀	bi
弊	bi
臂	bi
辟	bi
陛	bi
荸	bi
襣	bi
璧	bi
粃	bi
髲	bi
必	bi
匕	bi
堛	bi
避	bi
禆	bi
粊	bi
滭	bi
壁	bi
敝	bi
庯	bu
錻	bu
埗	bu
廍	bu
勏	bu
誧	bu
歩	bu
荹	bu
歨	bu
钚	bu
鈈	bu
郶	bu
鵏	bu
卟	bu
钸	bu
鈽	bu
逋	bu
蔀	bu
鸔	bu
鳪	bu
悑	bu
峬	bu
轐	bu
巭	bu
醭	bu
补	bu
篰	bu
卜	bu
埠	bu
不	bu
步	bu
抪	bu
布	bu
捕	bu
瓿	bu
踄	bu
佈	bu
柨	bu
捗	bu
餔	bu
餢	bu
晡	bu
咘	bu
吥	bu
哺	bu
簿	bu
補	bu
部	bu
怖	bu
兝	gongfen
釧	chuan
喘	chuan
椽	chuan
遄	chuan
船	chuan
輲	chuan
荈	chuan
瑏	chuan
堾	chuan
暷	chuan
猭	chuan
玔	chuan
僢	chuan
串	chuan
钏	chuan
汌	chuan
传	chuan
賗	chuan
圌	chuan
巛	chuan
川	chuan
舛	chuan
踳	chuan
舩	chuan
傳	chuan
剶	chuan
鶨	chuan
舡	chuan
篅	chuan
穿	chuan
氚	chuan
歂	chuan
靑	qing
靘	qing
廎	qing
慶	qing
檠	qing
掅	qing
庼	qing
頃	qing
磬	qing
请	qing
櫦	qing
埥	qing
箐	qing
殑	qing
殸	qing
檾	qing
謦	qing
錆	qing
樈	qing
鲭	qing
罄	qing
甠	qing
啨	qing
濪	qing
苘	qing
軽	qing
輕	qing
綮	qing
漀	qing
郬	qing
氫	qing
圊	qing
鯖	qing
淸	qing
勍	qing
剠	qing
擎	qing
清	qing
晴	qing
氰	qing
情	qing
卿	qing
倾	qing
青	qing
擏	qing
轻	qing
氢	qing
顷	qing
庆	qing
儬	qing
硘	qing
棾	qing
凊	qing
黥	qing
碃	qing
傾	qing
鑋	qing
蜻	qing
暒	qing
葝	qing
夝	qing
請	qing
寈	qing
膗	chuai
踹	chuai
揣	chuai
膪	chuai
搋	chuai
剫	duo
踱	duo
埵	duo
哚	duo
綞	duo
敚	duo
缍	duo
喥	duo
夛	duo
敓	duo
剟	duo
鈬	duo
朶	duo
桗	duo
奪	duo
鬌	duo
堕	duo
鵽	duo
惰	duo
剁	duo
饳	duo
舵	duo
嚲	duo
掇	duo
飿	duo
陏	duo
趓	duo
憜	duo
鐸	duo
跺	duo
朵	duo
墯	duo
裰	duo
墮	duo
刴	duo
跥	duo
哆	duo
多	duo
躲	duo
痥	duo
垛	duo
亸	duo
夺	duo
陊	duo
垜	duo
尮	duo
敪	duo
咄	duo
奲	duo
椯	duo
挅	duo
毲	duo
挆	duo
嚉	duo
柮	duo
凙	duo
铎	duo
崜	duo
軃	duo
躱	duo
鯲	duo
敠	duo
椣	dibn
哦	o
喔	o
乯	o
噢	o
筽	o
儔	chou
絒	chou
菗	chou
犨	chou
篘	chou
燽	chou
詶	chou
惆	chou
酧	chou
瘳	chou
抽	chou
犫	chou
矁	chou
杽	chou
鮘	chou
皗	chou
雠	chou
酬	chou
魗	chou
偢	chou
讐	chou
疇	chou
雔	chou
稠	chou
醜	chou
薵	chou
殠	chou
躊	chou
讎	chou
裯	chou
仇	chou
筹	chou
梼	chou
遚	chou
籌	chou
愁	chou
俦	chou
绸	chou
瞅	chou
吜	chou
雦	chou
臭	chou
畴	chou
搊	chou
檮	chou
懤	chou
臰	chou
帱	chou
綢	chou
踌	chou
嬦	chou
醻	chou
紬	chou
丒	chou
栦	chou
幬	chou
椆	chou
丑	chou
髃	ou
欧	ou
鸥	ou
吘	ou
甌	ou
鏂	ou
呕	ou
嘔	ou
偶	ou
沤	ou
殴	ou
塸	ou
藲	ou
熰	ou
讴	ou
慪	ou
膒	ou
鴎	ou
藕	ou
怄	ou
瓯	ou
櫙	ou
漚	ou
耦	ou
謳	ou
毆	ou
蕅	ou
歐	ou
縅	ou
鷗	ou
腢	ou
晬	zui
栬	zui
罪	zui
嘴	zui
最	zui
錊	zui
槜	zui
檇	zui
檌	zui
酔	zui
酻	zui
蕞	zui
辠	zui
璻	zui
嗺	zui
樶	zui
噿	zui
鋷	zui
醉	zui
嶵	zui
祽	zui
蟕	zui
嶊	zui
絊	zui
冣	zui
稡	zui
厜	zui
纗	zui
灤	luan
脔	luan
灓	luan
亂	luan
鑾	luan
攣	luan
栾	luan
鸞	luan
癴	luan
曫	luan
欒	luan
鵉	luan
娈	luan
巒	luan
孿	luan
圞	luan
圝	luan
銮	luan
羉	luan
虊	luan
孌	luan
鸾	luan
奱	luan
峦	luan
臠	luan
卵	luan
乱	luan
釠	luan
挛	luan
滦	luan
癵	luan
孪	luan
笮	zuo
胙	zuo
飵	zuo
岝	zuo
祚	zuo
岞	zuo
捽	zuo
座	zuo
稓	zuo
袏	zuo
秨	zuo
咗	zuo
昨	zuo
莋	zuo
穝	zuo
糳	zuo
葄	zuo
侳	zuo
筰	zuo
繓	zuo
左	zuo
佐	zuo
阼	zuo
酢	zuo
唑	zuo
嘬	zuo
鈼	zuo
葃	zuo
坐	zuo
柞	zuo
做	zuo
作	zuo
苲	zuo
怍	zuo
毟	mbo
蕒	mbi
弿	jian
见	jian
豜	jian
践	jian
鳒	jian
惤	jian
贱	jian
鞬	jian
键	jian
犍	jian
韀	jian
韉	jian
艱	jian
拣	jian
捡	jian
倹	jian
腱	jian
雃	jian
袸	jian
濺	jian
靬	jian
瀐	jian
俭	jian
荐	jian
毽	jian
减	jian
鲣	jian
緘	jian
剪	jian
槛	jian
徤	jian
瀽	jian
繝	jian
件	jian
箭	jian
瀸	jian
澗	jian
瀳	jian
薦	jian
鉴	jian
絸	jian
简	jian
監	jian
詃	jian
缣	jian
旔	jian
湔	jian
鐱	jian
剣	jian
鐧	jian
暕	jian
鏩	jian
踺	jian
剱	jian
鐗	jian
礛	jian
蕳	jian
襺	jian
鑒	jian
謭	jian
儉	jian
臶	jian
鑑	jian
趼	jian
礷	jian
菺	jian
見	jian
囝	jian
洊	jian
殲	jian
殱	jian
蹇	jian
劍	jian
謇	jian
劒	jian
栫	jian
検	jian
諓	jian
櫼	jian
劎	jian
瞼	jian
梘	jian
瞷	jian
碊	jian
諫	jian
覸	jian
礆	jian
覵	jian
椷	jian
椾	jian
礀	jian
磵	jian
劔	jian
鍳	jian
鍵	jian
睷	jian
鑬	jian
榗	jian
兼	jian
煎	jian
肩	jian
艰	jian
奸	jian
间	jian
湕	jian
艦	jian
檢	jian
笺	jian
鰎	jian
挸	jian
戋	jian
戬	jian
柬	jian
漸	jian
碱	jian
搛	jian
牮	jian
鞯	jian
检	jian
戩	jian
戔	jian
缄	jian
茧	jian
減	jian
楗	jian
鵑	jian
譛	jian
鋻	jian
歼	jian
监	jian
撿	jian
枧	jian
鑳	jian
鑯	jian
檻	jian
擶	jian
鹼	jian
坚	jian
譼	jian
揃	jian
襉	jian
襇	jian
揀	jian
俴	jian
鹸	jian
尖	jian
譾	jian
鹻	jian
蒹	jian
間	jian
硷	jian
轞	jian
建	jian
涧	jian
溅	jian
鶼	jian
锏	jian
裥	jian
猏	jian
繭	jian
僭	jian
囏	jian
虃	jian
谏	jian
幵	jian
鵳	jian
筧	jian
谫	jian
蕑	jian
賎	jian
睑	jian
鰜	jian
賤	jian
熸	jian
樫	jian
鳽	jian
箋	jian
踐	jian
帴	jian
姧	jian
瑐	jian
鰔	jian
姦	jian
瑊	jian
葌	jian
鹣	jian
饯	jian
渐	jian
餰	jian
玪	jian
堅	jian
剑	jian
縑	jian
馢	jian
堿	jian
餞	jian
篯	jian
寋	jian
牋	jian
笕	jian
蠒	jian
跈	jian
翦	jian
熞	jian
鰹	jian
菅	jian
珔	jian
舰	jian
簡	jian
藆	jian
蔪	jian
健	jian
鬋	jian
籛	jian
糋	jian
冿	jian
趝	jian
脚	jiao
孂	jiao
儌	jiao
较	jiao
叫	jiao
角	jiao
捁	jiao
窖	jiao
佼	jiao
狡	jiao
撹	jiao
醮	jiao
撟	jiao
绞	jiao
璬	jiao
鹪	jiao
剿	jiao
摷	jiao
侥	jiao
酵	jiao
譥	jiao
皎	jiao
鉸	jiao
饺	jiao
嬓	jiao
譑	jiao
缴	jiao
嬌	jiao
轿	jiao
釂	jiao
蛟	jiao
踋	jiao
暞	jiao
曒	jiao
虠	jiao
鐎	jiao
徼	jiao
跤	jiao
峤	jiao
絞	jiao
晈	jiao
鵁	jiao
姣	jiao
鲛	jiao
鷦	jiao
鷮	jiao
膲	jiao
龣	jiao
鱎	jiao
趭	jiao
訆	jiao
獥	jiao
珓	jiao
劋	jiao
驕	jiao
蕉	jiao
茮	jiao
繳	jiao
敎	jiao
浇	jiao
噍	jiao
攪	jiao
骄	jiao
铰	jiao
搅	jiao
嚼	jiao
娇	jiao
簥	jiao
郊	jiao
焦	jiao
臫	jiao
礁	jiao
椒	jiao
斠	jiao
敿	jiao
敽	jiao
僬	jiao
交	jiao
胶	jiao
呌	jiao
矫	jiao
教	jiao
嘂	jiao
滘	jiao
噭	jiao
藠	jiao
勦	jiao
茭	jiao
穚	jiao
膠	jiao
窌	jiao
較	jiao
蟜	jiao
矯	jiao
嘦	jiao
笅	jiao
餃	jiao
敫	jiao
嘄	jiao
憍	jiao
澆	jiao
皭	jiao
嶕	jiao
挢	jiao
憿	jiao
潐	jiao
皦	jiao
漖	jiao
筊	jiao
峧	jiao
煍	jiao
嶠	jiao
嶣	jiao
挍	jiao
賋	jiao
僥	jiao
腳	jiao
灚	jiao
蟭	jiao
烄	jiao
轇	jiao
徺	jiao
燋	jiao
轎	jiao
鮫	jiao
嗖	sou
瞍	sou
溲	sou
嗽	sou
櫢	sou
摉	sou
廀	sou
擻	sou
叟	sou
籔	sou
廋	sou
醙	sou
飕	sou
藪	sou
螋	sou
鎪	sou
餿	sou
摗	sou
馊	sou
搜	sou
凁	sou
艘	sou
薮	sou
瘶	sou
叜	sou
颼	sou
嗾	sou
擞	sou
蓃	sou
捜	sou
獀	sou
蒐	sou
锼	sou
傁	sou
鄋	sou
騪	sou
兣	gongli
停	ting
聽	ting
珽	ting
聼	ting
邒	ting
颋	ting
烴	ting
烶	ting
鼮	ting
厅	ting
梃	ting
榳	ting
莛	ting
甼	ting
铤	ting
婷	ting
蝏	ting
听	ting
桯	ting
楟	ting
誔	ting
蜓	ting
町	ting
廰	ting
鞓	ting
諪	ting
嵉	ting
聴	ting
娗	ting
綎	ting
廷	ting
烃	ting
聤	ting
廳	ting
汀	ting
霆	ting
涏	ting
脡	ting
筳	ting
閮	ting
厛	ting
庭	ting
艇	ting
圢	ting
葶	ting
亭	ting
庁	ting
耓	ting
挺	ting
渟	ting
鋌	ting
頲	ting
侹	ting
葏	jing
泾	jing
誩	jing
腈	jing
靜	jing
靚	jing
穽	jing
旌	jing
綡	jing
蟼	jing
弳	jing
徑	jing
荊	jing
胫	jing
鶁	jing
秔	jing
荆	jing
稉	jing
鶄	jing
肼	jing
憼	jing
竧	jing
竫	jing
妌	jing
坓	jing
凈	jing
坕	jing
坙	jing
莖	jing
經	jing
驚	jing
婙	jing
婛	jing
竸	jing
競	jing
